Marque;Modele;Annee;Km_Tranche;Energie;Boite;Cote_Moyenne;Cote_Mediane;Prix_Min;Prix_Max;Nb_Annonces;Fiabilité
CITROEN;SAXO;2000;15000 - 30000;Essence;Manuelle;1000;1000.0;1000;1000;1;Très Faible (1)
CITROEN;SAXO;2000;150000 - 165000;Essence;Automatique;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;SAXO;2000;150000 - 165000;Essence;Manuelle;1780;2060.0;800;2450;6;Bonne (5-20)
CITROEN;SAXO;2000;165000 - 180000;Essence;Manuelle;1644;1770.0;800;2300;10;Bonne (5-20)
CITROEN;SAXO;2000;180000 - 195000;Diesel;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;SAXO;2000;180000 - 195000;Essence;Manuelle;1150;1150.0;500;1800;2;Faible (2-5)
CITROEN;SAXO;2000;195000 - 210000;Essence;Manuelle;1230;1200.0;550;1950;3;Faible (2-5)
CITROEN;SAXO;2000;210000 - 225000;Diesel;Manuelle;1990;1990.0;1990;1990;1;Très Faible (1)
CITROEN;SAXO;2000;210000 - 225000;Essence;Manuelle;1730;2000.0;1000;2200;3;Faible (2-5)
CITROEN;SAXO;2000;225000 - 240000;Diesel;Manuelle;1600;1600.0;1600;1600;1;Très Faible (1)
CITROEN;SAXO;2000;225000 - 240000;Essence;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;SAXO;2000;240000 - 255000;Diesel;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;SAXO;2000;240000 - 255000;Essence;Manuelle;1900;1900.0;1900;1900;1;Très Faible (1)
CITROEN;SAXO;2000;255000 - 270000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;SAXO;2000;270000 - 285000;Diesel;Manuelle;850;850.0;800;900;2;Faible (2-5)
CITROEN;SAXO;2000;300000 - 315000;Diesel;Manuelle;1450;1500.0;650;2200;3;Faible (2-5)
CITROEN;SAXO;2000;330000 - 345000;Diesel;Manuelle;1000;1000.0;1000;1000;1;Très Faible (1)
CITROEN;SAXO;2000;75000 - 90000;Essence;Manuelle;2600;2600.0;2300;2895;2;Faible (2-5)
CITROEN;SAXO;2000;90000 - 105000;Essence;Manuelle;2230;2200.0;1800;2700;3;Faible (2-5)
CITROEN;SAXO;2001;105000 - 120000;Diesel;Manuelle;3000;3000.0;3000;3000;1;Très Faible (1)
CITROEN;SAXO;2001;120000 - 135000;Essence;Manuelle;2540;2540.0;2490;2600;2;Faible (2-5)
CITROEN;SAXO;2001;135000 - 150000;Essence;Manuelle;1688;1785.0;800;2500;5;Faible (2-5)
CITROEN;SAXO;2001;150000 - 165000;Essence;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;SAXO;2001;165000 - 180000;Essence;Manuelle;1630;2000.0;800;2100;3;Faible (2-5)
CITROEN;SAXO;2001;180000 - 195000;Essence;Manuelle;2700;2700.0;2700;2700;1;Très Faible (1)
CITROEN;SAXO;2001;195000 - 210000;Essence;Manuelle;1590;1800.0;950;2000;5;Faible (2-5)
CITROEN;SAXO;2001;210000 - 225000;Essence;Manuelle;1680;1650.0;1200;2200;4;Faible (2-5)
CITROEN;SAXO;2001;225000 - 240000;Diesel;Manuelle;2400;2400.0;2400;2400;1;Très Faible (1)
CITROEN;SAXO;2001;225000 - 240000;Essence;Manuelle;1790;1790.0;1790;1790;1;Très Faible (1)
CITROEN;SAXO;2001;240000 - 255000;Diesel;Manuelle;1533;1400.0;1000;1800;3;Faible (2-5)
CITROEN;SAXO;2001;240000 - 255000;Essence;Manuelle;1200;1200.0;800;1600;2;Très Faible (1)
CITROEN;SAXO;2001;255000 - 270000;Essence;Manuelle;1400;1400.0;1100;1700;2;Très Faible (1)
CITROEN;SAXO;2001;270000 - 285000;Diesel;Manuelle;1700;1700.0;1600;1800;2;Faible (2-5)
CITROEN;SAXO;2001;270000 - 285000;Essence;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;SAXO;2001;300000 - 315000;Diesel;Manuelle;1000;1000.0;1000;1000;1;Très Faible (1)
CITROEN;SAXO;2001;75000 - 90000;Essence;Manuelle;2990;2990.0;2990;2990;1;Très Faible (1)
CITROEN;SAXO;2001;90000 - 105000;Essence;Manuelle;2750;2750.0;2750;2750;1;Très Faible (1)
CITROEN;SAXO;2002;195000 - 210000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;SAXO;2002;195000 - 210000;Essence;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
CITROEN;SAXO;2002;90000 - 105000;Essence;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
CITROEN;SAXO 1;1997;120000 - 135000;Essence;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;SAXO 1;1997;135000 - 150000;Essence;Manuelle;2650;2650.0;2300;3000;2;Faible (2-5)
CITROEN;SAXO 1;1997;180000 - 195000;Essence;Manuelle;1850;1850.0;1800;1900;2;Faible (2-5)
CITROEN;SAXO 1;1997;270000 - 285000;Diesel;Manuelle;1600;1600.0;1600;1600;1;Très Faible (1)
CITROEN;SAXO 1;1997;360000 - 375000;Diesel;Manuelle;990;990.0;990;990;1;Très Faible (1)
CITROEN;SAXO 1;1997;60000 - 75000;Essence;Automatique;3490;3490.0;3490;3490;1;Très Faible (1)
CITROEN;SAXO 1;1997;60000 - 75000;Essence;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;SAXO 1;1998;135000 - 150000;Essence;Automatique;2300;2300.0;2300;2300;1;Très Faible (1)
CITROEN;SAXO 1;1998;135000 - 150000;Essence;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;SAXO 1;1998;150000 - 165000;Essence;Manuelle;850;850.0;700;1000;2;Faible (2-5)
CITROEN;SAXO 1;1998;165000 - 180000;Essence;Manuelle;1270;1100.0;700;2000;3;Faible (2-5)
CITROEN;SAXO 1;1998;195000 - 210000;Essence;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;SAXO 1;1998;210000 - 225000;Essence;Manuelle;1400;1400.0;1400;1400;1;Très Faible (1)
CITROEN;SAXO 1;1998;240000 - 255000;Essence;Manuelle;1280;1280.0;1200;1350;2;Faible (2-5)
CITROEN;SAXO 1;1998;255000 - 270000;Diesel;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;SAXO 1;1998;375000 - 390000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;SAXO 1;1998;90000 - 105000;Essence;Manuelle;1600;1500.0;1000;2300;3;Faible (2-5)
CITROEN;SAXO 1;1999;135000 - 150000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;SAXO 1;1999;135000 - 150000;Essence;Manuelle;1950;2250.0;1100;2500;3;Faible (2-5)
CITROEN;SAXO 1;1999;150000 - 165000;Essence;Manuelle;1300;1300.0;1299;1299;1;Très Faible (1)
CITROEN;SAXO 1;1999;165000 - 180000;Essence;Manuelle;2195;2400.0;1490;2900;4;Faible (2-5)
CITROEN;SAXO 1;1999;195000 - 210000;Diesel;Manuelle;800;800.0;800;800;1;Très Faible (1)
CITROEN;SAXO 1;1999;255000 - 270000;Diesel;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
CITROEN;SAXO 1;1999;45000 - 60000;Essence;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
CITROEN;SAXO 1;1999;90000 - 105000;Essence;Manuelle;740;740.0;740;740;1;Très Faible (1)
CITROEN;SAXO 1;2000;120000 - 135000;Essence;Manuelle;2230;2100.0;1800;2800;3;Faible (2-5)
CITROEN;SAXO 1;2000;135000 - 150000;Essence;Manuelle;1570;1200.0;1000;2499;3;Faible (2-5)
CITROEN;SAXO 1;2000;150000 - 165000;Essence;Automatique;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;SAXO 1;2000;165000 - 180000;Essence;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;SAXO 1;2000;180000 - 195000;Essence;Manuelle;1490;1490.0;1490;1490;1;Très Faible (1)
CITROEN;SAXO 1;2000;210000 - 225000;Essence;Manuelle;1700;1700.0;1400;2000;2;Faible (2-5)
CITROEN;SAXO 1;2000;240000 - 255000;Essence;Manuelle;1250;1250.0;1100;1400;2;Faible (2-5)
CITROEN;SAXO 1;2000;255000 - 270000;Essence;Manuelle;1690;1690.0;1690;1690;1;Très Faible (1)
CITROEN;SAXO 1;2000;390000 - 405000;Diesel;Manuelle;850;850.0;850;850;1;Très Faible (1)
CITROEN;SAXO 1;2000;60000 - 75000;Essence;Manuelle;2000;2000.0;1999;2000;2;Faible (2-5)
CITROEN;SAXO 1;2001;105000 - 120000;Essence;Automatique;3490;3490.0;3490;3490;1;Très Faible (1)
CITROEN;SAXO 1;2001;120000 - 135000;Essence;Manuelle;2110;2205.0;1850;2490;3;Faible (2-5)
CITROEN;SAXO 1;2001;135000 - 150000;Essence;Manuelle;2150;2150.0;1700;2600;2;Faible (2-5)
CITROEN;SAXO 1;2001;165000 - 180000;Essence;Manuelle;1690;1690.0;1690;1690;1;Très Faible (1)
CITROEN;SAXO 1;2001;180000 - 195000;Diesel;Manuelle;2800;2800.0;2800;2800;1;Très Faible (1)
CITROEN;SAXO 1;2001;195000 - 210000;Diesel;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;SAXO 1;2001;210000 - 225000;Diesel;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
CITROEN;SAXO 1;2001;210000 - 225000;Essence;Manuelle;750;750.0;700;800;2;Faible (2-5)
CITROEN;SAXO 1;2001;270000 - 285000;Essence;Manuelle;750;750.0;750;750;1;Très Faible (1)
CITROEN;SAXO 1;2001;75000 - 90000;Essence;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
CITROEN;SAXO 1;2001;90000 - 105000;Essence;Manuelle;3140;3140.0;2790;3490;2;Faible (2-5)
CITROEN;SAXO 1;2002;165000 - 180000;Essence;Manuelle;2400;2400.0;2399;2399;1;Très Faible (1)
CITROEN;SAXO 2;2000;135000 - 150000;Essence;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;SAXO 2;2001;135000 - 150000;Essence;Manuelle;1000;1000.0;1000;1000;1;Très Faible (1)
CITROEN;SAXO 2;2001;90000 - 105000;Essence;Manuelle;800;800.0;800;800;1;Très Faible (1)
CITROEN;SAXO II;1997;60000 - 75000;Essence;Manuelle;2900;2900.0;2900;2900;1;Très Faible (1)
CITROEN;SAXO PHASE 2;2000;150000 - 165000;Essence;Manuelle;2450;2450.0;2450;2450;1;Très Faible (1)
CITROEN;SAXO PHASE 2;2001;120000 - 135000;Essence;Manuelle;2490;2490.0;2490;2490;1;Très Faible (1)
CITROEN;SAXO PHASE 2;2002;105000 - 120000;Essence;Manuelle;7000;7000.0;7000;7000;1;Très Faible (1)
CITROEN;SAXO PHASE 2;2002;180000 - 195000;Essence;Manuelle;2190;2190.0;2190;2190;1;Très Faible (1)
CITROEN;SAXO PHASE 2;2003;225000 - 240000;Essence;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;SAXO PHASE 2;2003;75000 - 90000;Essence;Manuelle;3390;3390.0;3390;3390;1;Très Faible (1)
CITROEN;SAXO V;1997;0 - 15000;Diesel;Manuelle;16500;16500.0;16500;16500;1;Très Faible (1)
CITROEN;SAXO V;1997;105000 - 120000;Essence;Manuelle;9000;9000.0;9000;9000;1;Très Faible (1)
CITROEN;SAXO V;1997;210000 - 225000;Essence;Manuelle;5500;5500.0;5500;5500;1;Très Faible (1)
CITROEN;SAXO V;1998;180000 - 195000;Essence;Manuelle;6000;6000.0;6000;6000;1;Très Faible (1)
CITROEN;SAXO V;1998;195000 - 210000;Essence;Manuelle;4600;4600.0;4600;4600;1;Très Faible (1)
CITROEN;SAXO V;1999;15000 - 30000;Essence;Manuelle;8500;8500.0;8500;8500;1;Très Faible (1)
CITROEN;SAXO V;1999;180000 - 195000;Essence;Manuelle;11000;11000.0;11000;11000;1;Très Faible (1)
CITROEN;SAXO V;1999;195000 - 210000;Essence;Manuelle;4900;4900.0;4900;4900;1;Très Faible (1)
CITROEN;SAXO V;2000;120000 - 135000;Essence;Manuelle;10900;10900.0;10900;10900;1;Très Faible (1)
CITROEN;SAXO V;2000;150000 - 165000;Essence;Manuelle;10300;10300.0;10300;10300;1;Très Faible (1)
CITROEN;SAXO V;2000;165000 - 180000;Essence;Manuelle;8000;8000.0;6000;10000;2;Faible (2-5)
CITROEN;SAXO V;2000;195000 - 210000;Essence;Manuelle;3000;3000.0;3000;3000;1;Très Faible (1)
CITROEN;SAXO V;2000;300000 - 315000;Essence;Manuelle;2400;2400.0;2400;2400;1;Très Faible (1)
CITROEN;SAXO V;2001;105000 - 120000;Essence;Manuelle;10990;10990.0;10990;10990;1;Très Faible (1)
CITROEN;SAXO V;2001;150000 - 165000;Essence;Manuelle;7500;7500.0;7500;7500;1;Très Faible (1)
CITROEN;SAXO V;2001;165000 - 180000;Essence;Manuelle;7130;8000.0;4500;8890;3;Faible (2-5)
CITROEN;SAXO V;2001;195000 - 210000;Essence;Manuelle;6500;6500.0;6500;6500;1;Très Faible (1)
CITROEN;SAXO V;2001;210000 - 225000;Essence;Manuelle;6000;6000.0;6000;6000;1;Très Faible (1)
CITROEN;SAXO V;2001;240000 - 255000;Essence;Manuelle;4900;4900.0;4900;4900;1;Très Faible (1)
CITROEN;SPACETOURER;2018;210000 - 225000;Diesel;Manuelle;13990;13990.0;13990;13990;2;Faible (2-5)
CITROEN;SPACETOURER;2018;75000 - 90000;Diesel;Manuelle;29980;29980.0;29980;29980;1;Très Faible (1)
CITROEN;SPACETOURER PHASE 2;2025;0 - 15000;Diesel;Auto;44560;44560.0;44559;44559;1;Très Faible (1)
CITROEN;XANTIA;1995;90000 - 105000;Essence;Manuelle;2300;2300.0;2300;2300;1;Très Faible (1)
CITROEN;XANTIA;1997;120000 - 135000;Essence;Automatique;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;XANTIA;1997;165000 - 180000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;XANTIA;1997;195000 - 210000;Essence;Manuelle;1990;1990.0;1990;1990;1;Très Faible (1)
CITROEN;XANTIA;1998;165000 - 180000;Diesel;Manuelle;4800;4800.0;4800;4800;1;Très Faible (1)
CITROEN;XANTIA;1998;195000 - 210000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;XANTIA;1998;195000 - 210000;Essence;Manuelle;1650;1650.0;1650;1650;1;Très Faible (1)
CITROEN;XANTIA;1999;135000 - 150000;Diesel;Manuelle;1350;1350.0;1350;1350;1;Très Faible (1)
CITROEN;XANTIA;1999;150000 - 165000;Essence;Manuelle;2800;2800.0;2800;2800;1;Très Faible (1)
CITROEN;XANTIA;1999;165000 - 180000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;XANTIA;1999;195000 - 210000;Diesel;Manuelle;800;800.0;800;800;1;Très Faible (1)
CITROEN;XANTIA;1999;45000 - 60000;Essence;Manuelle;7500;7500.0;7500;7500;1;Très Faible (1)
CITROEN;XANTIA;1999;540000 - 555000;Diesel;Manuelle;800;800.0;800;800;1;Très Faible (1)
CITROEN;XANTIA;2000;105000 - 120000;Essence;Automatique;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XANTIA;2000;90000 - 105000;Essence;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;XANTIA;2001;135000 - 150000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;XANTIA;2001;225000 - 240000;Diesel;Manuelle;1300;1300.0;1300;1300;1;Très Faible (1)
CITROEN;XANTIA PHASE 2;1998;135000 - 150000;Essence;Manuelle;2300;2300.0;2300;2300;1;Très Faible (1)
CITROEN;XANTIA PHASE 2;1998;165000 - 180000;Essence;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XM;1998;135000 - 150000;Essence;Manuelle;7500;7500.0;7500;7500;1;Très Faible (1)
CITROEN;XM;1998;225000 - 240000;Essence;Manuelle;1250;1250.0;1250;1250;1;Très Faible (1)
CITROEN;XM;1998;240000 - 255000;Essence;Automatique;7400;7400.0;7400;7400;1;Très Faible (1)
CITROEN;XM;2000;210000 - 225000;Diesel;Manuelle;4000;4000.0;4000;4000;1;Très Faible (1)
CITROEN;XM PHASE 2;2000;150000 - 165000;Diesel;Manuelle;4500;4500.0;4500;4500;1;Très Faible (1)
CITROEN;XSARA;1997;135000 - 150000;Essence;Automatique;3500;3500.0;3500;3500;1;Très Faible (1)
CITROEN;XSARA;1997;135000 - 150000;Essence;Manuelle;2450;2450.0;2450;2450;1;Très Faible (1)
CITROEN;XSARA;1997;150000 - 165000;Essence;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XSARA;1997;165000 - 180000;Essence;Manuelle;1700;1700.0;1700;1700;1;Très Faible (1)
CITROEN;XSARA;1997;195000 - 210000;Diesel;Manuelle;3500;3500.0;3500;3500;1;Très Faible (1)
CITROEN;XSARA;1997;225000 - 240000;Essence;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;XSARA;1997;240000 - 255000;Diesel;Manuelle;700;700.0;700;700;1;Très Faible (1)
CITROEN;XSARA;1998;135000 - 150000;Essence;Manuelle;2900;2900.0;2900;2900;1;Très Faible (1)
CITROEN;XSARA;1998;165000 - 180000;Essence;Manuelle;850;850.0;700;1000;2;Faible (2-5)
CITROEN;XSARA;1998;210000 - 225000;Essence;Manuelle;600;600.0;600;600;1;Très Faible (1)
CITROEN;XSARA;1998;255000 - 270000;Essence;Manuelle;1490;1490.0;1490;1490;1;Très Faible (1)
CITROEN;XSARA;1998;270000 - 285000;Diesel;Manuelle;1850;1850.0;700;3000;2;Faible (2-5)
CITROEN;XSARA;1998;345000 - 360000;Diesel;Manuelle;950;950.0;950;950;1;Très Faible (1)
CITROEN;XSARA;1999;0 - 15000;Diesel;Manuelle;1000;1000.0;1000;1000;1;Très Faible (1)
CITROEN;XSARA;1999;0 - 15000;Essence;Manuelle;1300;1300.0;1300;1300;1;Très Faible (1)
CITROEN;XSARA;1999;150000 - 165000;Essence;Manuelle;1900;2000.0;1490;2200;3;Faible (2-5)
CITROEN;XSARA;1999;180000 - 195000;Essence;Manuelle;1220;1220.0;1000;1449;2;Faible (2-5)
CITROEN;XSARA;1999;195000 - 210000;Essence;Automatique;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XSARA;1999;240000 - 255000;Diesel;Manuelle;850;850.0;850;850;1;Très Faible (1)
CITROEN;XSARA;1999;240000 - 255000;Essence;Manuelle;1120;1120.0;1000;1250;2;Faible (2-5)
CITROEN;XSARA;1999;255000 - 270000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;XSARA;1999;255000 - 270000;Essence;Manuelle;1150;1150.0;1100;1200;2;Très Faible (1)
CITROEN;XSARA;1999;270000 - 285000;Diesel;Manuelle;1570;1500.0;1200;2000;3;Faible (2-5)
CITROEN;XSARA;1999;300000 - 315000;Diesel;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XSARA;1999;315000 - 330000;Essence;Manuelle;960;960.0;960;960;1;Très Faible (1)
CITROEN;XSARA;1999;345000 - 360000;Diesel;Manuelle;800;800.0;750;850;2;Faible (2-5)
CITROEN;XSARA;1999;465000 - 480000;Diesel;Manuelle;900;900.0;900;900;1;Très Faible (1)
CITROEN;XSARA;2000;105000 - 120000;Essence;Manuelle;2700;2700.0;2700;2700;1;Très Faible (1)
CITROEN;XSARA;2000;120000 - 135000;Essence;Manuelle;2700;2700.0;2700;2700;1;Très Faible (1)
CITROEN;XSARA;2000;135000 - 150000;Essence;Manuelle;2500;2500.0;2000;3000;2;Faible (2-5)
CITROEN;XSARA;2000;165000 - 180000;Diesel;Manuelle;2800;2800.0;2800;2800;2;Faible (2-5)
CITROEN;XSARA;2000;165000 - 180000;Essence;Manuelle;1895;1895.0;800;2990;2;Très Faible (1)
CITROEN;XSARA;2000;180000 - 195000;Essence;Manuelle;2000;2000.0;1000;3000;2;Très Faible (1)
CITROEN;XSARA;2000;195000 - 210000;Essence;Manuelle;1200;1200.0;990;1400;2;Faible (2-5)
CITROEN;XSARA;2000;210000 - 225000;Essence;Manuelle;1763;1820.0;1500;1990;3;Faible (2-5)
CITROEN;XSARA;2000;225000 - 240000;Diesel;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
CITROEN;XSARA;2000;225000 - 240000;Essence;Manuelle;700;700.0;699;699;1;Très Faible (1)
CITROEN;XSARA;2000;240000 - 255000;Diesel;Manuelle;1544;1500.0;500;2200;5;Faible (2-5)
CITROEN;XSARA;2000;255000 - 270000;Essence;Manuelle;1260;1200.0;590;2000;3;Faible (2-5)
CITROEN;XSARA;2000;270000 - 285000;Diesel;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;XSARA;2000;285000 - 300000;Diesel;Manuelle;2100;1800.0;1500;3000;3;Faible (2-5)
CITROEN;XSARA;2000;330000 - 345000;Diesel;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XSARA;2000;330000 - 345000;Essence;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;XSARA;2000;375000 - 390000;Diesel;Manuelle;1600;1600.0;1600;1600;1;Très Faible (1)
CITROEN;XSARA;2000;390000 - 405000;Diesel;Manuelle;1500;1500.0;1500;1500;1;Très Faible (1)
CITROEN;XSARA;2000;420000 - 435000;Diesel;Manuelle;500;500.0;500;500;1;Très Faible (1)
CITROEN;XSARA;2000;60000 - 75000;Essence;Auto;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;XSARA;2000;90000 - 105000;Essence;Manuelle;1650;1650.0;700;2599;2;Très Faible (1)
CITROEN;XSARA;2001;105000 - 120000;Essence;Manuelle;2670;2670.0;1900;3439;2;Faible (2-5)
CITROEN;XSARA;2001;135000 - 150000;Diesel;Manuelle;3000;3000.0;2999;2999;1;Très Faible (1)
CITROEN;XSARA;2001;135000 - 150000;Essence;Manuelle;2967;2850.0;2500;3400;3;Très Faible (1)
CITROEN;XSARA;2001;15000 - 30000;Essence;Manuelle;3400;3400.0;3400;3400;1;Très Faible (1)
CITROEN;XSARA;2001;150000 - 165000;Essence;Manuelle;2745;2745.0;2500;2990;2;Très Faible (1)
CITROEN;XSARA;2001;165000 - 180000;Diesel;Manuelle;1533;1900.0;600;3000;3;Faible (2-5)
CITROEN;XSARA;2001;165000 - 180000;Essence;Manuelle;2270;2800.0;1000;3000;3;Faible (2-5)
CITROEN;XSARA;2001;180000 - 195000;Diesel;Manuelle;1900;1900.0;1000;2800;2;Faible (2-5)
CITROEN;XSARA;2001;180000 - 195000;Essence;Manuelle;1320;1350.0;1000;1600;4;Faible (2-5)
CITROEN;XSARA;2001;195000 - 210000;Essence;Manuelle;1400;1500.0;1000;1800;5;Faible (2-5)
CITROEN;XSARA;2001;210000 - 225000;Essence;Manuelle;1000;1000.0;800;1200;2;Faible (2-5)
CITROEN;XSARA;2001;225000 - 240000;Diesel;Manuelle;1990;1990.0;1990;1990;1;Très Faible (1)
CITROEN;XSARA;2001;225000 - 240000;Essence;Automatique;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;XSARA;2001;225000 - 240000;Essence;Manuelle;1000;900.0;800;1400;4;Faible (2-5)
CITROEN;XSARA;2001;240000 - 255000;Diesel;Automatique;650;650.0;650;650;1;Très Faible (1)
CITROEN;XSARA;2001;240000 - 255000;Diesel;Manuelle;750;700.0;700;850;3;Faible (2-5)
CITROEN;XSARA;2001;255000 - 270000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;XSARA;2001;255000 - 270000;Essence;Manuelle;975;975.0;950;1000;2;Très Faible (1)
CITROEN;XSARA;2001;270000 - 285000;Diesel;Manuelle;1083;1125.0;1000;1250;3;Faible (2-5)
CITROEN;XSARA;2001;270000 - 285000;Essence;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XSARA;2001;285000 - 300000;Essence;Manuelle;900;900.0;800;1000;2;Faible (2-5)
CITROEN;XSARA;2001;300000 - 315000;Diesel;Manuelle;1500;1900.0;600;3000;4;Faible (2-5)
CITROEN;XSARA;2001;315000 - 330000;Diesel;Manuelle;1522;1400.0;1100;2190;4;Faible (2-5)
CITROEN;XSARA;2001;330000 - 345000;Diesel;Manuelle;1270;1200.0;600;2000;3;Faible (2-5)
CITROEN;XSARA;2001;345000 - 360000;Diesel;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;XSARA;2001;360000 - 375000;Diesel;Manuelle;1400;1400.0;1400;1400;1;Très Faible (1)
CITROEN;XSARA;2001;375000 - 390000;Diesel;Manuelle;2000;2000.0;2000;2000;1;Très Faible (1)
CITROEN;XSARA;2001;390000 - 405000;Diesel;Manuelle;2200;2200.0;2200;2200;1;Très Faible (1)
CITROEN;XSARA;2001;435000 - 450000;Diesel;Manuelle;600;600.0;600;600;1;Très Faible (1)
CITROEN;XSARA;2001;465000 - 480000;Diesel;Manuelle;900;900.0;900;900;1;Très Faible (1)
CITROEN;XSARA;2001;480000 - 495000;Diesel;Manuelle;700;700.0;600;800;2;Faible (2-5)
CITROEN;XSARA;2001;90000 - 105000;Essence;Manuelle;2100;2100.0;1000;3200;2;Faible (2-5)
CITROEN;XSARA;2002;180000 - 195000;Essence;Manuelle;2500;2500.0;2500;2500;1;Très Faible (1)
CITROEN;XSARA;2002;330000 - 345000;Diesel;Manuelle;1350;1350.0;1350;1350;1;Très Faible (1)
CITROEN;XSARA;2002;45000 - 60000;Essence;Manuelle;4990;4990.0;4990;4990;1;Très Faible (1)
CITROEN;XSARA 1;1997;135000 - 150000;Diesel;Manuelle;860;860.0;750;980;2;Faible (2-5)
CITROEN;XSARA 1;1997;225000 - 240000;Diesel;Manuelle;1900;1900.0;1900;1900;1;Très Faible (1)
CITROEN;XSARA 1;1997;30000 - 45000;Essence;Manuelle;2400;2400.0;2400;2400;1;Très Faible (1)
CITROEN;XSARA 1;1998;135000 - 150000;Essence;Manuelle;900;900.0;900;900;1;Très Faible (1)
CITROEN;XSARA 1;1998;180000 - 195000;Diesel;Manuelle;800;800.0;800;800;1;Très Faible (1)
CITROEN;XSARA 1;1998;195000 - 210000;Diesel;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XSARA 1;1998;210000 - 225000;Essence;Manuelle;1100;1000.0;900;1400;3;Faible (2-5)
CITROEN;XSARA 1;1998;225000 - 240000;Essence;Manuelle;1200;1200.0;1200;1200;1;Très Faible (1)
CITROEN;XSARA 1;1998;240000 - 255000;Essence;Manuelle;1100;1100.0;1100;1100;1;Très Faible (1)
CITROEN;XSARA 1;1998;255000 - 270000;Diesel;Manuelle;1800;1800.0;1800;1800;1;Très Faible (1)
CITROEN;XSARA 1;1998;285000 - 300000;Diesel;Manuelle;900;900.0;800;1000;2;Faible (2-5)
CITROEN;XSARA 1;1998;345000 - 360000;Diesel;Manuelle;1150;1150.0;1150;1150;1;Très Faible (1)
CITROEN;XSARA 1;1999;120000 - 135000;Diesel;Manuelle;1990;1990.0;1990;1990;1;Très Faible (1)
CITROEN;XSARA 1;1999;120000 - 135000;Essence;Manuelle;2200;2200.0;1900;2490;2;Faible (2-5)
CITROEN;XSARA 1;1999;150000 - 165000;Diesel;Manuelle;1000;1000.0;1000;1000;1;Très Faible (1)
